App name;Description from Google Store;Play Store URL;Description from GetAPK;GetAPK URL;Description from Apk Pure;Apk Pure URL;Description from App Brain;App Brain URL;Packet name;Is package name found?
Chess Free;? Top Developer (awarded 2013 / 2015) ? Chess Free is the best free Chess game on Android and is currently the highest ranked (at time of writing) from the 120+ free chess programs listed! Its first class tutor makes it great for both developing Chess Strategy and improving your chess skills. Completely free! This is not a demo, and has no locked options. Featuring: -- 12 play levels (Novice-> Expert) This uses intelligent weakening for lower levels. Good for beginners. -- Casual and Pro modes. Learn on Casual and progress to Pro. -- Chess Tutor. This powerful option shows a recommended piece to move, excellent for developing chess strategy and avoiding simple mistakes. -- Analyse move. Perform deeper analysis on your move. -- “Show CPU Thinking” option for level 3+. Allows the user to see what the AI is considering. -- Achievements, Leaderboards and Cloud save for stats! Uses your Google+ account -- Provides ELO Rating based on your results against CPU in Pro Mode. -- Review game mode. Step through your game! -- Load/Save game files & PGN Export -- Designed for both Tablet and Phone, supporting Landscape mode for Tablets. -- 2 player hot-seat and online. Play against your friends! -- Chess Stats, Timers, Hints and Handicaps -- 8 Chess Boards and 7 Chess Piece Sets -- Uses Treebeard Chess engine (as used in Microsoft' s MSN Chess). This has a unique " human-like" style. This free version is supported by 3rd party ads. Ads may use internet connectivity, and therefore subsequent data charges may apply. The photos/media/files permission is required to allow the game to save game data to external storage, and is sometimes used to cache ads. Download the best Chess for Android now! ? Najlepszy programista (nagroda 2013/2015) ? Chess Free to najlepsze darmowe gry w szachy na Androida i jest obecnie najwy¿szy w rankingu (w momencie pisania) od 120 + darmowe programy szachowe wymienionych! Jej pierwsza klasa nauczyciel czyni go idealnym miejscem zarówno dla rozwijaj¹cych siê strategii szachy i poprawy swoich umiejêtnoœci szachowych. Ca³kowicie za darmo! To nie jest demo, a nie ma zablokowanych opcji. Wykonawcy: - 12 poziomów hazardowe (Novice-> Expert) ten wykorzystuje inteligentn¹ os³abienie na ni¿szych poziomach. Dobre dla pocz¹tkuj¹cych. - Na co dzieñ i tryby Pro. Dowiedz siê na co dzieñ i postêpu Pro. - Chess Tutor. Ten potê¿ny opcja pokazuje rekomendowan¹ kawa³ek, aby przenieœæ, doskona³a na opracowanie strategii szachy i unikaj¹c prostych b³êdów. - Analiza ruchu. Wykonaj g³êbszej analizy na twój ruch. - „Poka¿ CPU myœlenie” opcjê poziomu 3+. Pozwala u¿ytkownikowi zobaczyæ, co AI rozwa¿a. - Osi¹gniêcia, liderów i Chmura zaoszczêdziæ na statystykach! Wykorzystuje swoje konto Google+ - Zapewnia rankingiem ELO opiera siê na wynikach przeciwko CPU w trybie Pro. - Tryb gry Review. Krok za poœrednictwem gry! - Load / Save pliki gry i PGN Export - przeznaczony dla komputera typu Tablet i telefon, wspieranie trybie poziomym na tabletki. - 2 odtwarzacz hot-seat jak i online. Zagraj przeciwko znajomych! - Szachy statystyki, liczniki, wskazówki i handicapy - 8 Chess Tablice i 7 Szachy Zestawy Sztuka - Wykorzystuje silnik Drzewiec Chess (stosowany w szachach MSN Microsoftu). To ma niepowtarzalny „human-like” styl. Ta bezp³atna wersja jest wspierana przez reklamy 3rd party. Reklamy mog¹ korzystaæ z po³¹czenia internetowego, a zatem mo¿na zastosowaæ kolejne op³aty za przesy³anie danych. Pozwolenie zdjêciami / media / pliki s¹ wymagane, aby umo¿liwiæ grê, aby zapisaæ dane gry do pamiêci zewnêtrznej, a jest czasem wykorzystywane do reklam skrytek. Pobierz najlepsz¹ Szachy dla Androida teraz!;https://play.google.com/store/apps/details?id=uk.co.aifactory.chessfree;;;;;;;uk.co.aifactory.chessfree;In Play Store
Not found;;;;;;;;;com.sec.ims;Not found
Not found;;;;;;;;;com.sec.sve;Not found
Not found;;;;;;;;;com.sec.enterprise.knox.attestation;Not found
Not found;;;;;;;;;com.android.providers.downloads.ui;Not found
SYMA-FPV;????????? aplikacje transmisji w czasie rzeczywistym.;https://play.google.com/store/apps/details?id=com.tomdxs.symafpv;;;;;;;com.tomdxs.symafpv;In Play Store
Not found;;;;;;;;;com.android.vending;Not found
Not found;;;;;;;;;com.android.pacprocessor;Not found
ANT Radio Service;This service is similar to the system components that enable other forms of wireless connectivity on your phone (ie. WiFi, NFC) and will not run or use system resources unless you start an app that requires ANT wireless communication. It is pre-installed by your device manufacturer to allow the built-in ANT wireless hardware already present in your mobile device to operate. If you do not intend to use this feature there will be no impact to your system and no further action is required. If this service is not pre-installed on your phone you may still be able to enable ANT+ communication, see http://www.thisisant.com/developer/ant/ant-in-android/ for more info. What is ANT? ANT is an extremely power efficient wireless communication technology. ANT allows you to connect to, and make use of various other ANT or ANT+ devices. Today, this service allows you to connect to popular interoperable ANT+ sport/fitness/health devices such as heart rate sensors, fitness equipment, cycling products, weight scales and more. In the future it will be possible to use ANT to enable a myriad of new applications from your mobile device, such as home automation control of lighting, temperature and door lock functions. Visit www.thisisant.com for more info. How to use: This system service cannot be launched directly. It will run automatically in the background whenever any application that requires ANT wireless communication is used. ANT+ enabled applications also typically require downloading the ANT+ Plugins http://play.google.com/store/apps/details?id=com.dsi.ant.plugins.antplus Some popular apps enhanced with ANT+: * Samsung S Health * Garmin Fit™ * SportsTracker by STL * Endomondo * My Tracks * Run.GPS Trainer UV * IpBike, IpWatts, IpPeloton, IpSmartHr * Selfloops * SportyPal * MapMyFITNESS/RIDE/RUN/WALK+/HIKE/DOGWALK Developing ANT Applications: ANT is an ultra low power wireless technology great for low data rate applications such as sensors, monitors, beacons, command and control, etc. Connecting devices and transferring data is simple using our ANT API. Developing apps for ANT+ devices is even easier using our ANT+ Plugins API. These APIs are free to use. More information is available at http://www.thisisant.com/developer/ant/ant-in-android/. Required Android Permissions: Full Network Access: The ANT Radio Service will never download or upload any data over the internet. This permission is only required because it is possible to install the ANT Radio Service on an Android Emulator (ie: for development purposes) in which case it requires access to internet sockets to communicate with an ANT USB Stick on the host Windows PC using the ANT Android Emulator Tools. This communication requires the INTERNET permission but only communicates with the local PC. Modify System Settings: This allows initialization of whether ANT should be turned off or kept on when Airplane mode is entered. Bluetooth Admin: On some hardware configurations ANT may require communicating with Bluetooth at the system level. However, this service will not start bluetooth scans or create bluetooth connections. More Info: * ANT and ANT+ in general http://www.thisisant.com * ANT on Android http://www.thisisant.com/consumer/ant-101/ant-in-phones/ * ANT+ Certified Apps http://www.thisisant.com/directory/filter/~/115/~/ * Other ANT+ Certified Products http://www.thisisant.com/directory/ Please send any questions to android@thisisant.com as it is difficult to respond to all questions left in reviews. Us³uga ta jest podobna do elementów systemu, które umo¿liwiaj¹ inne formy ³¹cznoœci bezprzewodowej w telefonie (np. WiFi, NFC) i nie dzia³aj¹ lub wykorzystanie zasobów systemowych, chyba ¿e uruchomiæ aplikacjê, która wymaga komunikacji bezprzewodowej ANT. To jest preinstalowany przez producenta urz¹dzenia, aby umo¿liwiæ wbudowanej bezprzewodowej ANT sprzêtu siê ju¿ w urz¹dzeniu mobilnym do dzia³ania. Jeœli nie zamierzasz korzystaæ z tej funkcji nie bêdzie wp³yw do systemu i dalsze dzia³ania nie jest wymagane. Jeœli ta us³uga nie jest zainstalowany fabrycznie w telefonie mo¿e nadal byæ w stanie umo¿liwiæ komunikacjê ANT +, patrz http://www.thisisant.com/developer/ant/ant-in-android/ aby uzyskaæ wiêcej informacji. < / i> Co to jest ANT? ANT to technologia bezprzewodowej komunikacji niezwykle energooszczêdne. ANT pozwala po³¹czyæ siê i korzystaæ z ró¿nych innych urz¹dzeñ ANT + ANT lub. Obecnie us³uga ta pozwala na pod³¹czenie do popularnego interoperacyjnych urz¹dzeñ ANT + Sport / Fitness / zdrowotnych takich jak czujniki têtna, sprzêt fitness, produktów rowerowych, wagi wagi i wiêcej. W przysz³oœci bêdzie mo¿na korzystaæ ANT, aby umo¿liwiæ mnóstwo nowych aplikacji z urz¹dzenia mobilnego, takich jak kontrola automatyki domowej z funkcji oœwietlenia, temperatury i blokady drzwi. OdwiedŸ www.thisisant.com aby uzyskaæ wiêcej informacji. Sposób u¿ycia: Serwis ten system nie mo¿e byæ uruchomiony bezpoœrednio. To bêdzie dzia³aæ automatycznie w tle, gdy jakakolwiek aplikacja wymaga komunikacji bezprzewodowej ANT jest u¿ywany. ANT + w³¹czone aplikacje równie¿ zazwyczaj wymagaj¹ pobierania ANT + Wtyczki http://play.google.com/store/apps/details?id=com.dsi.ant.plugins.antplus Niektóre popularne aplikacje z ANT + rozszerzone: * Samsung S Health Garmin Fit ™ * * SportsTracker przez STL * Endomondo * Moje trasy * Run.GPS Trainer UV * IpBike, IpWatts, IpPeloton, IpSmartHr * Selfloops * SportyPal * MapMyFITNESS / RIDE / RUN / WALK + / trasa / Dogwalk Rozwój ANT Aplikacje: ANT jest bezprzewodowa technologia ultra niskiej mocy idealne do zastosowañ niskich stóp danych, takich jak czujniki, monitory, sygnalizatory, dowodzenia i kontroli, itp pod³¹czania urz¹dzeñ i przekazywania danych jest proste przy u¿yciu naszego ANT API. Tworzeniu aplikacji dla urz¹dzeñ ANT + jest jeszcze ³atwiejsze za pomoc¹ naszego ANT + rozszerzeñ API. Te interfejsy API s¹ za darmo. Wiêcej informacji dostêpnych jest na http://www.thisisant.com/developer/ant/ant-in-android/. Wymagane Android Uprawnienia: Pe³na Dostêp do sieci: ANT Radio Service nigdy nie bêdzie pobieraæ lub przesy³aæ dane przez Internet. To uprawnienie jest wymagane tylko dlatego, ¿e jest mo¿liwe, aby zainstalowaæ ANT Radio Service na Android Emulator (tj: na cele rozwojowe), w którym to przypadku wymaga to dostêpu do gniazd internetowych do komunikacji z ANT USB Stick, na hoœcie Windows PC za pomoc¹ ANT Narzêdzia Android Emulator. Komunikacja ta wymaga zgody INTERNET, ale komunikuje siê tylko z lokalnego komputera. Modyfikowanie ustawieñ systemu: pozwala inicjalizacji czy ANT powinien byæ wy³¹czony lub przechowywane, gdy zostanie wprowadzony tryb samolotowy. Bluetooth Admin: W niektórych konfiguracjach sprzêtowych ANT mog¹ wymagaæ komunikacji z Bluetooth na poziomie systemu. Jednak¿e, us³uga ta nie rozpocznie skanowanie bluetooth lub tworzenie po³¹czeñ Bluetooth. Wiêcej informacji: * ANT i ANT + w ogóle http://www.thisisant.com * ANT na Androida http://www.thisisant.com/consumer/ant-101/ant-in-phones/ * ANT + Certified Aplikacje http://www.thisisant.com/directory/filter/~/115/~/ * Inne ANT + Bieg³ych Produkty http://www.thisisant.com/directory/ Proszê wys³aæ do android@thisisant.com jakiekolwiek pytania, jak trudno jest odpowiedzieæ na wszystkie pytania pozostawione w opiniach.;https://play.google.com/store/apps/details?id=com.dsi.ant.service.socket;;;;;;;com.dsi.ant.service.socket;In Play Store
Not found;;;;;;;;;com.sec.android.AutoPreconfig;Not found
Microsoft OneDrive;Osi¹gaj wiêcej, gdziekolwiek jesteœ, dziêki us³udze Microsoft OneDrive. Uzyskuj dostêp do swoich dokumentów, zdjêæ i innych plików oraz udostêpniaj je z urz¹dzenia z systemem Android, komputera (PC lub Mac) i innych urz¹dzeñ, z których korzystasz. U¿ywaj aplikacji mobilnych pakietu Office, aby wydajnie wspó³pracowaæ w dowolnym miejscu. Aplikacja OneDrive dla systemu Android umo¿liwia ³atw¹ pracê z plikami prywatnymi i s³u¿bowymi w podró¿y. • Szybkie otwieranie i zapisywanie plików us³ugi OneDrive w aplikacjach pakietu Office, takich jak Word, Excel, PowerPoint i OneNote. • £atwe znajdowanie zdjêæ dziêki automatycznemu tagowaniu. • Uzyskiwanie powiadomieñ o edytowaniu dokumentów udostêpnionych. • Udostêpnianie albumów ulubionych zdjêæ i klipów wideo. • Uzyskiwanie dostêpu do najwa¿niejszych plików w trybie offline. Uwagi: Aby mo¿na by³o logowaæ siê w us³udze OneDrive dla Firm, organizacja musi mieæ uprawniaj¹cy plan subskrypcji us³ugi SharePoint Online lub Office 365 dla firm. Nie mo¿na logowaæ siê za pomoc¹ konta z katalogu lokalnego. Przekazywanie z aparatu, wyszukiwanie, sortowanie i dodawanie kont us³ugi OneDrive dla Firm s¹ dostêpne tylko na urz¹dzeniach z systemem Android 4.0 lub nowszym.;https://play.google.com/store/apps/details?id=com.microsoft.skydrive;Do more wherever you go with Microsoft OneDrive. Get to and share your documents, photos, and other files from your Android device, computer (PC or Mac), and any other devices you use. Use the Office mobile apps to stay productive and work together, no matter where you are. The OneDrive app for Android lets you easily work with your personal and work files when you’re on the go. • Quickly open and save OneDrive files in Office apps like Word, Excel, PowerPoint, and OneNote. • Easily find photos thanks to automatic tagging. • Get notifications when a shared document is edited. • Share albums of your favorite photos and videos. • Access your most important files offline. Notes: For you to sign in to OneDrive for Business, your organization needs to have a qualifying SharePoint Online or Office 365 business subscription plan. You cannot sign in with an account from an on-premises directory. Camera upload, search, sort, and the ability to add OneDrive for Business accounts are available only on devices running Android 4.0 or later.;http://getapk.co/apk/com.microsoft.skydrive;;;;;com.microsoft.skydrive;In Play Store
Not found;;;;;;;;;com.oculus.vrshell;Not found
Not found;;;;;;;;;com.samsung.android.SettingsReceiver;Not found
Nagrywanie rozmów - ACR;Kolejna aplikacja typu Call Recorder jest bezp³atn¹ aplikacj¹ do nagrywanie po³¹czeñ. Jest to jeden z najlepszych rejestratorów rozmów w Play Store, oferuj¹cy mnóstwo funkcji, takich jak: - Wyszukiwanie - Grupowanie nagrañ wed³ug daty - Automatyczny e-mail (Pro) - Automatyczne usuwanie starych nagrañ - Oznaczanie wybranych nagrañ, w celu zapobie¿enia automatycznemu ich usuniêciu - Wielokrotny wybór, usuwanie, wysy³anie - Wyœwietlanie nazwy i zdjêcia kontaktu - Wykluczone numery - Automatyczne lub rêczne (Pro) nagrywanie rozmów - Ochrona nagrañ has³em - Wiele formatów nagrywani - Mo¿liwoœæ nagrywania z opóŸnionym startem - Ró¿ne tryby nagrywania wed³ug numeru, kontaktu, nieznanego numeru, lub tylko wybranych kontaktów - Integracja z Dropbox (Pro) - Integracja z Google Drive (Pro) - Integracja z WebDAV (Pro) - I wiele wiêcej... Nie u¿ywaj ACR w po³¹czeniu z innymi rejestratorami rozmów i spróbuj ró¿nych formatów zapisu (OGG, 3GP, MP4, WAV), aby znaleŸæ najlepszy dla Twojego telefonu. Niektóre telefony nie obs³uguj¹ prawid³owo nagrywania rozmów. Wynika to z mo¿liwoœci ró¿nych chipsetów/CPU poszczególnych marek/modelów. Nota prawna: Nie jesteœmy prawnikami. Nagrywanie rozmów bez uprzedzenia rozmówcy, mo¿e byæ nielegalne w niektórych krajach.;https://play.google.com/store/apps/details?id=com.nll.acr;Another Call Recorder is a free call recorder application. It is one of the best call recorders in the Play Store and offers tons of features such as: - Search - Grouping recordings by date - Auto email (Pro) - Auto delete old recordings - Marking recordings as important so they don't get auto deleted - Multi select, delete, send - Displaying contact name and photo - Excluded numbers - Auto or Manual (Pro) call recording - Password protection of recordings - Lots of recording formats - Ability start delayed recording - Different recording modes by number, contact, non-contact or just selected contacts - Dropbox integration (Pro) - Google Drive integration (Pro) - WebDAV integration (Pro) - FTP integration (Pro) - And many more... Do not use ACR in conjunction with other call recorders and try different recording formats (ogg, 3gp, mp4, wav) to find best one for your phone Some phones do not support call recording properly. This is due to capabilities of different chipset/CPU or Android version each brand/model have. Legal: Please check with local laws related to call recording in your country;http://getapk.co/apk/com.nll.acr;;;;;com.nll.acr;In Play Store
Not found;;;;;;;;;com.felixandpaul.jurassicworld.apatosaurus;Not found
Hostelworld: Hostele w naszej aplikacji;? Nasz wybór ? Jedna z najlepszych aplikacji podró¿niczych wed³ug Huffington Post. Ponad 9 mln opinii od cz³onków naszej spo³ecznoœci zrzeszaj¹cej zapalonych podró¿ników, bezkonkurencyjny wybór obiektów i pe³na gwarancja rezerwacji. Czy jest sens szukaæ gdzieœ indziej? Do wyboru masz 35 000 hosteli, hoteli i pokoi w ponad 170 krajach na ca³ym œwiecie. Rezerwuj noclegi we wspólnych pokojach i pokojach prywatnych, poznawaj niesamowitych ludzi i œwiat spoza broszur turystycznych. Jesteœmy pewni swego. Na tyle, ¿e jeœli po dotarciu do obiektu nie znajdziesz swojej rezerwacji, zwrócimy na Twoje konto ca³y depozyt i dodatkowo otrzymasz od nas voucher o wartoœci 50 USD do wykorzystania na przysz³e rezerwacje. Zapoznaj siê w regulaminem dostêpnym na naszej stronie. NAJLEPSZA APLIKACJA DLA BACKPACKERÓW Bez wzglêdu na to czy planujesz spêdziæ d³ugi weekend w Europie, czy wybierasz siê w podró¿ z plecakiem po Po³udniowo-Wschodniej Azji, dziêki naszej intuicyjnej aplikacji podró¿niczej znajdziesz najlepsze noclegi w bezkonkurencyjnych cenach. ZnajdŸ imprezowe hostele w najczêœciej wybieranych miastach – Londynie, Krakowie, Barcelonie czy Bangkoku – lub prywatny pokój w jednym z luksusowych europejskich hosteli. Dziêki naszym elastycznym opcjom rezerwacji oraz mo¿liwoœci rezerwacji last minute mo¿esz pozwoliæ sobie na spontanicznoœæ. Natychmiastowe rezerwacje na ca³ym œwiecie. Nie ma znaczenia czy jesteœ w Anglii, Polsce, Hiszpanii czy Tajlandii – dziêki naszej aplikacji znajdziesz idealny nocleg w dowolnym miejscu na œwiecie, spotkasz niezwyk³ych ludzi i rozpoczniesz wspania³¹ przygodê. KORZYŒCI + Instalacja i u¿ytkowanie zawsze bezp³atnie. + Brak op³at za rezerwacjê i ukrytych kosztów+ Dostêp do ponad 35 000 hosteli, hoteli i pokoi na ca³ym œwiecie. + Dziêki opcji „Porozmawiaj ze œwiatem” prze³amiesz bariery jêzykowe i przet³umaczysz treœci na nawet 43 jêzyki. + Na podstawie swojej lokalizacji znajdziesz hostele w pobli¿u. Mo¿esz wyœwietliæ nieruchomoœci na mapie lub wyszukaæ je wed³ug miasta i daty. + Zdjêcia nieruchomoœci i ponad 9 mln opinii klientów u³atwi¹ Ci podjêcie decyzji. + Filtruj wyniki wyszukiwania wed³ug ceny i typu nieruchomoœci lub sortuj wed³ug opinii klientów, nazwy i ceny. + Przegl¹daj szczegó³y rezerwacji, ustawiaj przypomnienia i skorzystaj ze wskazówek dojazdu do hotelu. + Zapisz swoje has³o w Google Smart Lock i loguj siê szybko i bezpiecznie. B¥D W KONTAKCIE Szukasz inspiracji i wskazówek? Zajrzyj na naszego bloga. Do³¹cz do spo³ecznoœci zapalonych podró¿ników na Facebooku, Twitterze, Instagramie, Pintereœcie i YouTubie. ród³o inspiracji i wskazówek: + Hostelworld Blog + Facebook + Twitter + Instagram + Pinterest + YouTube Oceñ nasz¹ aplikacjê w Google Play Store. Twoja opinia pomo¿e nam udoskonaliæ aplikacjê, z której korzystaj¹ miliony podró¿ników na ca³ym œwiecie.;https://play.google.com/store/apps/details?id=com.hostelworld.app;;;;;;;com.hostelworld.app;In Play Store
Szczyty Tatr;Aplikacja wyœwietla mapê najbli¿szych szczytów Tatr. SprawdŸ na co w³aœnie patrzysz, jak daleko jest do szczytu i jak¹ on ma wysokoœæ. WyjdŸ z Zakopanego, odwiedŸ schroniska i wierzcho³ki gór. Aplikacja pozwoli ci oznaczyæ miejsca, w których by³eœ. G³ówne cechy: - pomiar odleg³oœci - lista najbli¿szych szczytów - zapis odwiedzonych szczytów i schronisk - lista zdobytych osi¹gniêæ - dwie wielkoœci czcionki do wyboru, dla telefonu i tabletu - zabawa w geocaching - dzia³a bez dostêpu do internetu Aplikacja wymaga w³¹czenia nawigacji GPS.;https://play.google.com/store/apps/details?id=com.kch.szczytytatr;;;;;;;com.kch.szczytytatr;In Play Store
Not found;;;;;;;;;com.sec.android.app.camera.shootingmode.animatedgif;Not found
Not found;;;;;;;;;com.sec.android.app.soundalive;Not found
Not found;;;;;;;;;com.sec.android.providers.security;Not found
Not found;;;;;;;;;com.sec.android.provider.badge;Not found
Not found;;;;;;;;;com.android.certinstaller;Not found
Not found;;;;;;;;;de.axelspringer.yana.zeropage;Not found
File Commander - File Manager/Explorer;File Commander to bogaty w funkcje, potê¿ny menad¿er plików, który umo¿liwia obs³ugê dowolnego pliku na urz¹dzeniu z Androidem lub przechowywanie w chmurze za pomoc¹ czystego i intuicyjnego interfejsu. Mo¿esz osobno obs³ugiwaæ biblioteki obrazów, muzyki, wideo, dokumentów, a tak¿e zmieniaæ nazwy, usuwaæ, przenosiæ, Zip, konwertowaæ i wysy³aæ pliki za pomoc¹ kilku kranów. Ponadto, dziêki funkcji File Converter, mo¿na ³atwo konwertowaæ pliki na jeden z 1200 ró¿nych formatów. Wykorzystuj¹c zalety Android N, w³¹czaj¹c opcjonalny profil logowania, który zapisuje Twoje ustawienia na ró¿nych urz¹dzeniach, nasza najnowsza wersja zawiera nowy tryb bezpieczny, który umo¿liwia ukrywanie i szyfrowanie plików z innych u¿ytkowników urz¹dzeñ, a tak¿e analizator pamiêci masowych, który zapewnia szczegó³owe funkcje sk³adowania , analityków i statystyk. Zrób pe³n¹ kontrolê swojego urz¹dzenia - zrób wiêcej z smartfonem lub tabletu z Androidem ?•Nowy, nowatorski wygl¹d sprawia, ¿e program File Commander jest najbardziej intuicyjnym mened¿erem plików na œwiecie ?•File Converter - wykonaj ponad 1200 rodzajów konwersji i konwertuj pliki na wiêcej ni¿ 100 innych formatów ?•Udostêpnianie ekranu - umo¿liwia ³atwe udostêpnianie wyœwietlacza innym urz¹dzeniom w tej samej sieci ?•Profil logowania mo¿e zapisywaæ ustawienia aplikacji i personalizacje na ró¿nych urz¹dzeniach ?•Kategorie plików muzycznych, graficznych i wideo, a tak¿e sekcje dotycz¹ce archiwów, dokumentów i innych ?•Sortuj pliki wed³ug lokalizacji: konta Cloud, adresy sieciowe, pliki lokalne i pliki do pobrania ?•£atwe zarz¹dzanie zewnêtrznymi pamiêciami, takimi jak karty microSD i napêdów USB OTG (jeœli s¹ obs³ugiwane) ZDALNE DOSTÊP DO AKCEPTUJNYCH I S£OWNICZEÑ - przejdŸ do swoich plików z dowolnego miejsca ?•Przesy³anie plików PC - teraz mo¿esz ³atwiej zarz¹dzaæ plikami i folderami bezpoœrednio z komputera.> SprawdŸ, jak to dzia³a: https://youtu.be/03JYXQeF3iw ?•Dostêp do lokalnych lokalizacji sieciowych serwerów FTP / FTPS i zdalnych udzia³ów (dla urz¹dzeñ Sony Xperia) ?•konta Cloud obs³uguj¹: Dysk Google, DropBox, Box, Amazon Cloud Drive, Microsoft OneDrive i SugarSync ?•£¹czenie siê z najbli¿szymi urz¹dzeniami przez Bluetooth ?•Udostêpniaj pliki ³atwo, korzystaj¹c z szerokiej gamy opcji wysy³ania FILE AND FOLDER MANAGEMENT - potê¿ne narzêdzia umieœciæ w kieszeni funkcje typu desktop ?•W pe³ni konfigurowalny ekran g³ówny z szybkim dostêpem do p³ytek ?•Szybko wyszukuj pliki na urz¹dzeniach za pomoc¹ lokalnych opcji wyszukiwania ?•Zarz¹dzaj plikami z funkcj¹ ciêcia, kopiowania, wklejania, zmiany nazw i kompresji ?•Szybko odbierz miejsce, w którym zosta³o przerwane, korzystaj¹c z funkcji Ostatnie pliki ?•Wysy³anie czasoch³onnych operacji plików do t³a, dziêki czemu mo¿na kontynuowaæ pracê JESZCZE WIÊCEJ Z PRZEWODNIKA KOMPUTERA FILE - Funkcje Premium dostêpne s¹ na wyci¹gniêcie rêki ?•Tryb bezpieczny umo¿liwia ukrywanie i szyfrowanie plików i folderów, co czyni je niewidocznymi poza programem File Commander ?•Przegl¹d wszystkich plików i folderów za pomoc¹ Analizatora pamiêci masowych ?•Umieœæ swoje pliki i foldery ?•Kosz *, dziêki czemu mo¿na usuwaæ i przywracaæ pliki ?•Dostêp do ukrytych plików i folderów ?•Bez reklam * Funkcja odzyskiwania plików Recycle Bin jest dostêpna tylko w programie File Commander Premium. Uprawnienia administratora plików - http://www.mobisystems.com/android/file-commander-professional/permissions/;https://play.google.com/store/apps/details?id=com.mobisystems.fileman;??File Commander is a feature-rich, powerful file manager that allows you to handle any file on your Android device or cloud storage via a clean and intuitive interface. You can separately handle libraries of pictures, music, videos, documents, as well as rename, delete, move, zip, convert and send files with just a few taps. Also, with our File Converter feature, you can easily convert your files into one of more 1200 different formats. Taking full advantage of Android N, including allowing an optional login profile that saves your settings across devices, our latest version features the new Secure Mode that lets you hide and encrypt files from other device users, and also the Storage Analyzer which provides detailed storage functions, analytics and statistics. TAKE FULL CONTROL OF YOUR DEVICE – Do more with your Android smartphone or tablet ?•A new fresher look makes File Commander the most intuitive file manager in the world ?•File Converter – perform over 1200 types of conversions and convert your files into more than 100 other formats ?•Screen Sharing – easily share your display with other devices on the same network ?•Login profile can save your app settings and personalizations across devices ?•Categories for your Music, Picture, and Video files, along with sections for Archives, Documents, and more ?•Sort your files by location: Cloud accounts, network addresses, local files, and Downloads ?•Easily manage external storage such as microSD cards and USB OTG drives (if supported) REMOTE FILE ACCESS AND SHARING – Get to your files from anywhere ?•PC File Transfer – Now you are able to manage your files and folders even easier directly from your PC > Check out how it works: https://youtu.be/03JYXQeF3iw ?•Access Windows/SMB based local network locations, FTP/FTPS servers, and Remote shares (for Sony Xperia devices) ?•Cloud accounts support for: Google Drive, DropBox, Box, Amazon Cloud Drive, Microsoft OneDrive, and SugarSync ?•Link up with nearby devices via Bluetooth ?•Share files easily using a wide range of sending options FILE AND FOLDER MANAGEMENT – Powerful tools put desktop-grade features in your pocket ?•Fully-customizable Home screen with quick access tiles ?•Find on-device files quickly with local search options ?•Manage your files with cut, copy, paste, rename, and compress operations ?•Quickly pick up where you left off using the Recent files feature ?•Send time-consuming file operations to the background so you can continue working GET EVEN MORE WITH FILE COMMANDER PREMIUM - Premium features right at your fingertips ?•Secure Mode lets you hide and encrypt your files and folders, making them invisible outside of File Commander ?•At-a-glance view of all your files and folders using the Storage Analyzer ?•Bookmark your files and folders ?•Recycle Bin* so you can delete and restore files ?•Access to hidden files and folders ?•Ad-free *Recycle Bin file restoring feature only available in File Commander Premium. File Commander granted permissions - http://www.mobisystems.com/android/file-commander-professional/permissions/;http://getapk.co/apk/com.mobisystems.fileman;;;;;com.mobisystems.fileman;In Play Store
Not found;;;;;;;;;com.samsung.android.securitylogagent;Not found
Not found;;;;;;;;;com.android.carrierconfig;Not found
